description_cost,category,componentsubtype,componenttype,description_id,description_details,damage,damage2,heatgenerated,aura2_ams,aura2_c3,aura2_c3i,aura2_c3m,aura2_c3ms,aura2_eccm,aura2_eccm_protect,aura2_ecm,aura2_jammer,aura2_searchlight,custom_bonusdescriptions
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Ultra_AC10,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""UAC10Ammo: 8""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Thunder_HMRM,Each Thunder LRM missile contains five small but powerful anti-vehicle and anti-personnel mines whic,,,,,,,,,,,,,,"{""Bonuses"":[""HMRMDamage: -5"",""ThunderMines: 1"",""ThunderRadius: 1"",""ThunderChance: 35%"",""ThunderDamage: 5"",""Thunder"",""MissileHP: 3"",""NoAA"",""HMRMAmmo: 120""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Swarm_HMRM,"The Swarm Missile System carries a Payload of Small Bomblets, instead of a conventional MRM Warhead,",,,,,,,,,,,,,,"{""Bonuses"":[""HMRMDamage: -6"",""AreaOfEffect: 45"",""AreaOfEffectDmg: 4"",""WpnAccuracy: -5"",""SwarmMRM"",""MissileHP: 3"",""NoAA"",""HMRMAmmo: 120""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Shaped_Sniper,"A concentrated Shaped Charge is used to penetrate the Armor on Hard Targets, but it has a reduced bl",,,,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""WpnCrits: x2"",""SniperAmmo: 10""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Rotary_AC2_double,Doubled Ammo Bins replace one ammo bins feeding and storing mechanism to 25% more shots into one loc,,,,,,,,,,,,,,"{""Bonuses"":[""Doubled"",""RAC2Ammo: 60""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Rotary_AC10,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""RAC10Ammo: 8""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Protected_AC10,C.A.S.E. ammunition bins are designed with blast plates facing away from vital components on a mech.,,,,,,,,,,,,,,"{""Bonuses"":[""Protected: 75%"",""AC10Ammo: 7""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_ListenKill_LRM,Listen-Kill (aka L-K) missile technology is an upgrade to missiles to improve their accuracy. This i,,,,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""ListenKill: 35%"",""MissileHP: 2"",""LRMAmmo: 120""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_ListenKill_HMRM,Listen-Kill (aka L-K) missile technology is an upgrade to missiles to improve their accuracy. This i,,,,,,,,,,,,,,"{""Bonuses"":[""HMRMDamage: -1"",""WpnAccuracy: +1"",""ListenKill: 25%"",""MissileHP: 3"",""HMRMAmmo: 120""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_LBX_SLUG_AC10,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""LBX10SlugAmmo: 10""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_LBX_CLUSTER_AC5,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""WpnCrits: +50%"",""WpnAccuracy: +1"",""PipsIgnored: +1"",""LBXCluster: 5"",""LBXClusterPenalty: 20%"",""LBXClusterRange: 120"",""DoesCluster"",""AccuracyUnit: VTOL"",""AccuracyUnit2: +3"",""LBX5ClusterAmmo: 20""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_LBX_AOE_AC10,In an attempt to Improve the Combat Profile of LBX AutoCannons RISC Engineers created a completely n,,,,,,,,,,,,,,"{""Bonuses"":[""AreaOfEffectConversion: 75"",""AreaOfEffect: 45"",""AmmoJAMFlat: 16%"",""LBX10AOEAmmo: 10"",""MineClearanceBoom: 2""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Inferno_LongTom,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: 50"",""AreaOfEffectConversion: 80%"",""AreaOfEffect: 105"",""AreaOfEffectDmg: 50"",""AreaOfEffectSTABDmg: 25"",""AreaOfEffectHeatDmg: 50"",""AlwaysStartsFireAnywhere"",""FireTerrainSize: 80"",""FireTerrainDuration: 4"",""FireTerrainStrength: 15"",""ScatterRadius: 80, 250"",""LongTomAmmo: 5"",""VolatileAmmo""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Incendiary_MRM_half,"Unlike Inferno Rounds, Incendiary Missile ammunition replaces parts of the explosive warhead with a ",,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: +2"",""MRMDamage: -50%"",""FireTerrainStrength: 1"",""FireTerrainDuration: 1"",""MissileHP: 1"",""IMRMAmmo: 100"",""VolatileAmmo""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Incendiary_MRM,"Unlike Inferno Rounds, Incendiary Missile ammunition replaces parts of the explosive warhead with a ",,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: +2"",""MRMDamage: -50%"",""FireTerrainStrength: 1"",""FireTerrainDuration: 1"",""MissileHP: 1"",""IMRMAmmo: 200"",""VolatileAmmo""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Incendiary_LRM,"Unlike Inferno Rounds, Incendiary Missile ammunition replaces parts of the explosive warhead with a ",,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: +1"",""LRMDamage: -50%"",""MissileHP: 2"",""ILRMAmmo: 120"",""VolatileAmmo""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Incendiary_HMRM,"Unlike Inferno Rounds, Incendiary Missile ammunition replaces parts of the explosive warhead with a ",,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: 3"",""MRMDamage: -50%"",""FireTerrainStrength: 1"",""FireTerrainDuration: 1"",""Inferno: 1"",""HMRMAmmo: 120"",""MissileHP: 2"",""VolatileAmmo""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Incendiary_AC10,Incendiary ammunition can be used in standard autocannons and their lighter cousins. Developed by NA,,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: +24"",""ACDamage: -40%"",""Inferno: 12"",""AC10Ammo: 10"",""VolatileAmmo""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_HVAC_AC10,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""HVAC10Ammo: 8""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Guided_ArrowIV,Guided Arrow IV Warheads exchange some of their payload for more direct fire Capability and Accuracy,,,,,,,,,,,,,,"{""Bonuses"":[""PipsIgnored: +1"",""WpnAccuracy: +1"",""DFAccuracy: +1"",""MissileHP: 20"",""ReqArtemis"",""ArrowIVAmmo: 5""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_LongTom,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""AreaOfEffect: 105"",""AreaOfEffectConversion: 90%"",""LongTomAmmo: 5"",""MineClearanceBoom: 10""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_LRM_double,Doubled Ammo Bins replace one ammo bins feeding and storing mechanism to fit 25% more shots into one,,,,,,,,,,,,,,"{""Bonuses"":[""Doubled"",""MissileHP: 2"",""LRMAmmo: 290""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_AC5_double,Doubled Ammo Bins replace one ammo bins feeding and storing mechanism to fit 25% more shots into one,,,,,,,,,,,,,,"{""Bonuses"":[""Doubled"",""AC5Ammo: 50""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Fascam_ArrowIV,"FASCAM (Field Artillery Scatterable Mines) rounds, contains small but powerful anti-vehicle and anti",,,,,,,,,,,,,,"{""Bonuses"":[""Thunder"",""MineIFF"",""ThunderMines: 60"",""ThunderRadius: 60"",""ThunderChance: 70%"",""ThunderDamage: 3"",""MissileHP: 20"",""ArrowIVAmmo: 5""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_FTL_HMRM,"The Follow The Leader Warhead (FTL) was developed during the Star League era, this alternate munitio",,,,,,,,,,,,,,"{""Bonuses"":[""FTLLRM"",""MissileHP: 3"",""HMRMDamage: -1"",""HMRMAmmo: 120""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Caseless_AC2,Caseless autocannon ammunition was developed by the Federated Commonwealth to provide more ammunitio,,,,,,,,,,,,,,"{""Bonuses"":[""AmmoJAMFlat: 11%"",""AmmoDamage: -10%"",""AC2Ammo: 60"",""Caseless"",""VolatileAmmo""]}"
60000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_AP_AC10,"Armour Piercing AC Ammo grants an increased chance for critical hits. Upon receiving a Critical Hit,",,,,,,,,,,,,,,"{""Bonuses"":[""TAC: +50%"",""Crits: +50%"",""ThroughArmorDamage: 10"",""ACDamage: -50%"",""WpnAccuracy: -1"",""AC10Ammo: 5""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Thunder_LRM,Each Thunder LRM missile contains five small but powerful anti-vehicle and anti-personnel mines whic,,,,,,,,,,,,,,"{""Bonuses"":[""LRMDamage: -70%"",""ThunderMines: 1"",""ThunderRadius: 6"",""ThunderChance: 50%"",""ThunderDamage: 5"",""WpnAccuracy: -5"",""MissileHP: 2"",""Thunder"",""NoAA"",""LRMAmmo: 120""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Swarm_LRM,"The Swarm Missile System carries a Payload of Small Bomblets, instead of a conventional LRM Warhead,",,,,,,,,,,,,,,"{""Bonuses"":[""LRMDamage: -50%"",""AreaOfEffect: 30"",""AreaOfEffectDmg: 2"",""DFMissileAcc: -2"",""WpnCrits: -80%"",""MissileHP: 2"",""Swarm"",""NoAA"",""LRMAmmo: 120""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Sticky_HeavyFlamer,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""PIRATEFLAMERDEBUFF: 25%"",""Inferno: +5"",""AlwaysStartsFireAnywhere"",""FireTerrainStrength: 10"",""FireTerrainDuration: 3"",""FlamerDamage: -5"",""FlamerHeatDamage: -10"",""HeavyFlamerAmmo: 16"",""VolatileAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Shaped_Thumper,"A concentrated Shaped Charge is used to penetrate the Armor on Hard Targets, but it has a reduced bl",,,,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""WpnCrits: x2"",""ThumperAmmo: 20""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Sensors_LRM,These Missile replace the Explosive Payload with a sensor package that will activate and alert of an,,,,,,,,,,,,,,"{""Bonuses"":[""LRMDamage: -90%"",""SensorMines: 2"",""SensorRadius: 6"",""SensorChance: 75%"",""RemoteSensorPower: 1"",""RemoteSensorLRM"",""NoAA"",""MissileHP: 2"",""LRMAmmo: 120""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_RAPLBGR_GAUSS,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""RAPLBGRAmmo: 40"",""InertAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Phosphor_MG,"Incendiary MG Ammo contain a primitive mixture commonly knows as 'White Peter', coating the target i",,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: +1"",""MGDamage: -33%"",""MGAmmo: 200"",""VolatileAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Phosphor_LMG,"Incendiary LMG Ammo contain a primitive mixture commonly knows as 'White Peter', coating the target ",,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: +1"",""MGDamage: -50%"",""LMGAmmo: 200"",""VolatileAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Phosphor_HMG,"Incendiary HMG Ammo contain a primitive mixture commonly knows as 'White Peter', coating the target ",,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: +1"",""MGDamage: -1"",""HMGAmmo: 100"",""VolatileAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_ListenKill_SRM,Listen-Kill (aka L-K) missile technology is an upgrade to missiles to improve their accuracy. This i,,,,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +1"",""ListenKill: 40%"",""MissileHP: 3"",""SRMAmmo: 100""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Inferno_SRM,Infernos are special fuel-air missile munitions that are a development of the incendiary weapons of ,,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: +4"",""SRMDamage: -70%"",""AlwaysStartsFireAnywhere"",""FireTerrainStrength: 2"",""FireTerrainDuration: 1"",""Inferno: 1"",""ISRMAmmo: 100"",""MissileHP: 2"",""VolatileAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_InfernoThunder_LRM,Each Thunder LRM missile contains five small but powerful anti-vehicle and anti-personnel mines whic,,,,,,,,,,,,,,"{""Bonuses"":[""LRMDamage: -90%"",""HeatDamage: +1"",""ThunderMines: 1"",""ThunderRadius: 6"",""ThunderChance: 50%"",""ThunderDamage: 1"",""ThunderHeatDamage: 3"",""WpnAccuracy: -5"",""Thunder"",""MissileHP: 1"",""NoAA"",""LRMAmmo: 120"",""VolatileAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Improved_MRM_half,Improved Medium Range Missiles are a redesign of the MRM from the ground up. By exchanging the prope,,,,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +2"",""IMRM: 50%"",""MissileHP: 2"",""MRMAmmo: 100""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Improved_MRM,Improved Medium Range Missiles are a redesign of the MRM from the ground up. By exchanging the prope,,,,,,,,,,,,,,"{""Bonuses"":[""WpnAccuracy: +2"",""IMRM: 50%"",""MissileHP: 2"",""MRMAmmo: 200""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_HE_MG,"High Explosive MG Ammo contains shells that detonate on impact, generally splashing against armor, b",,,,,,,,,,,,,,"{""Bonuses"":[""Crits: X2"",""ArmorDmgMod: -50%"",""StructureDmgMod: +50%"",""MGAmmo: 200""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_HE_LMG,"High Explosive LMG Ammo contains shells that detonate on impact, generally splashing against armor, ",,,,,,,,,,,,,,"{""Bonuses"":[""Crits: X2"",""ArmorDmgMod: -50%"",""StructureDmgMod: +50%"",""LMGAmmo: 200""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_HE_HMG,"High Explosive HMG Ammo contains shells that detonate on impact, generally splashing against armor, ",,,,,,,,,,,,,,"{""Bonuses"":[""Crits: X2"",""ArmorDmgMod: -50%"",""StructureDmgMod: +50%"",""HMGAmmo: 100""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_Railgun,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""RailgunAmmo: 4"",""InertAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_Plasma_half,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""PlasmaAmmo: 5"",""InertAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_Plasma_double,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""PlasmaAmmo: 24"",""InertAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_Plasma,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""PlasmaAmmo: 10"",""InertAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_LB20X,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_HeavyFlamer,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""HeavyFlamerAmmo: 20"",""VolatileAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_GAUSS,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""GaussAmmo: 8"",""InertAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_Chem_Small,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""ChemSmallAmmo: 60""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_Chem_Medium,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""ChemMediumAmmo: 30""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_Chem_Large,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""ChemLargeAmmo: 10""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Generic_ArrowIV,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""AreaOfEffect: 75"",""AreaOfEffectConversion: 90%"",""ArrowIVAmmo: 5"",""MineClearanceBoom: 5"",""MissileHP: 20""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_AugmentedThunder_LRM_half,Each Thunder LRM missile contains five small but powerful anti-vehicle and anti-personnel mines whic,,,,,,,,,,,,,,"{""Bonuses"":[""LRMDamage: -80%"",""Thunder"",""MineIFF"",""ThunderMines: 2"",""ThunderRadius: 6"",""ThunderChance: 50%"",""ThunderDamage: 4"",""WpnAccuracy: -5"",""MissileHP: 2"",""NoAA"",""LRMAmmo: 60""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Acid_SRM,This warhead replaces the normal explosive charge of the standard short-range missile with a small t,,,,,,,,,,,,,,"{""Bonuses"":[""AcidSRM: 1%"",""WpnAccuracy: -1"",""ArmorDmgMod: +50%"",""StructureDmgMod: -50%"",""MissileHP: 3"",""SRMAmmo: 100""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Acid_MRM_half,This warhead replaces the normal explosive charge of the standard short-range missile with a small t,,,,,,,,,,,,,,"{""Bonuses"":[""AcidSRM: 1%"",""WpnAccuracy: -1"",""ArmorDmgMod: +50%"",""StructureDmgMod: -50%"",""MissileHP: 2"",""MRMAmmo: 100""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Acid_MRM,This warhead replaces the normal explosive charge of the standard short-range missile with a small t,,,,,,,,,,,,,,"{""Bonuses"":[""AcidSRM: 1%"",""WpnAccuracy: -1"",""ArmorDmgMod: +50%"",""StructureDmgMod: -50%"",""MissileHP: 2"",""MRMAmmo: 200""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_AP_MG,"Armour Piercing MG Ammo contains APFSDS, Armor-Piercing Fin-Stabilized discarding Sabot, shell's tha",,,,,,,,,,,,,,"{""Bonuses"":[""ArmorDmgMod: x2"",""StructureDmgMod: -50%"",""MGAmmo: 200""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_AP_LMG,"Armour Piercing LMG Ammo contains APFSDS, Armor-Piercing Fin-Stabilized discarding Sabot, shell's th",,,,,,,,,,,,,,"{""Bonuses"":[""ArmorDmgMod: x2"",""StructureDmgMod: -50%"",""LMGAmmo: 200""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_AP_HMG,"Armour Piercing HMG Ammo contains APFSDS, Armor-Piercing Fin-Stabilized discarding Sabot, shell's th",,,,,,,,,,,,,,"{""Bonuses"":[""ArmorDmgMod: x2"",""StructureDmgMod: -50%"",""HMGAmmo: 100""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_AOE_HeavyFlamer,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""AreaOfEffect: 60"",""AreaOfEffectDmg: 5"",""AreaOfEffectHeatDmg: +10"",""FlamerDamage: -50%"",""FlamerHeatDamage: -10"",""HeavyFlamerAmmo: 16"",""VolatileAmmo""]}"
50000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_AMS_SRM,"Counter Missile Systems are build upon the same principle as an AMS, utilizing a smart warhead that ",,,,,,,,,,,,,,"{""Bonuses"":[""MissileAMS"",""AMSDmg: 5"",""AMSAcc: 80%"",""SRMAmmo: 100""]}"
48000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Ultra_AC20_half,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""UAC20Ammo: 3""]}"
48000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Rotary_AC20_half,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""RAC20Ammo: 3""]}"
45000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Narc_Beacon_Improved,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""Range: X2"",""Narc: 12"",""Painter: +1"",""NarcAcc: +3"",""PainterSensors: 35%"",""PainterVisibility: 35%"",""NARCAmmo: 5""]}"
40000,,Ammunition,AmmunitionBox,Ammo_Light_Rotary_Precision_AC5,Precision AC Ammo carries self-guided gyrojet shells increasing accuracy. Upon receiving a Critical ,,,,,,,,,,,,,,"{""Bonuses"":[""PipsIgnored: 1"",""WpnRecoil: -1"",""AmmoJAMFlat: 4%"",""LRAC5Ammo: 20""]}"
40000,,Ammunition,AmmunitionBox,Ammo_Light_Rotary_Incendiary_AC5,"Developed by the NAIS, Light RAC Incendiary Ammo acts similar to its standard counterparts, sadly th",,,,,,,,,,,,,,"{""Bonuses"":[""HeatDamage: +10"",""ACDamage: -60%"",""Inferno: 2"",""AmmoJAMFlat: 6%"",""LRAC5Ammo: 20"",""VolatileAmmo""]}"
40000,,Ammunition,AmmunitionBox,Ammo_Light_Rotary_AP_AC5,"Armour Piercing AC Ammo grants an increased chance for critical hits. Upon receiving a Critical Hit,",,,,,,,,,,,,,,"{""Bonuses"":[""TAC: +50%"",""Crits: -50%"",""ThroughArmorDamage: 4"",""ACDamage: -40%"",""WpnAccuracy: -1"",""AmmoJAMFlat: 4%"",""LRAC5Ammo: 15""]}"
40000,,Ammunition,AmmunitionBox,Ammo_Light_Rotary_AC5,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""LRAC5Ammo: 25""]}"
40000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Ultra_Protected_AC2,C.A.S.E. ammunition bins are designed with blast plates facing away from vital components on a mech.,,,,,,,,,,,,,,"{""Bonuses"":[""Protected: 75%"",""UAC2Ammo: 20""]}"
40000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Ultra_AC5,"Ammo Bins contain the rounds needed for projectile-based weaponry, with at least one bin required pe",,,,,,,,,,,,,,"{""Bonuses"":[""UAC5Ammo: 15""]}"
40000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Thunderbolt_TB20_MIRV,This rare type of Thunderbolt ammo gives flexibility to large single-missile launchers for times whe,,,,,,,,,,,,,,"{""Bonuses"":[""Airburst"",""AirburstPenalty: 20%"",""AirburstRange: 120"",""AMSChance: -10%"",""MissileHP: 12"",""TBOLT20Ammo: 3""]}"
40000,,Ammunition,AmmunitionBox,Ammo_AmmunitionBox_Smoke_Mortar,Smoke Mortar Shells leave a thick cloud with chaff that is nearly impossible to see through. Upon re,,,,,,,,,,,,,,"{""Bonuses"":[""Smoke"",""ImpAccuracy: 2"",""Defense: 1"",""ImpSight: -50%"",""Visibility: -25%"",""AreaOfEffect: 60"",""MortarDamage: -90%"",""MortarAmmo: 40""]}"
